Grid_ID,Latitude,Longitude
1271_7751,12.719429717948715,77.51916443589744
1271_7762,12.717306,77.622454
1271_7770,12.71641,77.709533
1271_7771,12.718451,77.710126
1272_7740,12.727025857546934,77.40919043545634
1272_7748,12.72174476,77.48555238
1272_7777,12.726352,77.770204
1273_7769,12.732561,77.698412
1273_7801,12.73907330232558,78.01991805581396
1274_7724,12.745682,77.246095
1274_7748,12.745498733333333,77.48775176666668
1274_7757,12.7425455,77.571673
1274_7771,12.747099,77.716133
1275_6635,12.753951,66.357159
1275_7708,12.752783,77.088342
1275_7736,12.752783,77.36938
1275_7753,12.752783,77.538535
1275_7754,12.754564,77.542413
1275_7755,12.75487,77.55837
1275_7761,12.752783,77.61453
1275_7789,12.75489,77.89456
1275_7796,12.7569,77.9659
1276_6817,12.765891,68.178541
1276_7663,12.767336195061729,76.63541177901234
1276_7724,12.765486,77.24594
1276_7756,12.764726,77.5649
1276_7778,12.763541,77.789631
1277_7716,12.775659,77.167065
1277_7725,12.772891,77.259231
1277_7754,12.7777,77.5489
1277_7756,12.778772,77.569707
1277_7777,12.77581,77.778297
1277_7798,12.7753,77.9826
1278_7712,12.7895461,77.125489
1278_7723,12.789,77.236
1278_7725,12.784548000000001,77.25823249999999
1278_7750,12.78528538211382,77.50552145121951
1278_7756,12.78811975,77.56848175
1278_7762,12.788282,77.624377
1278_7769,12.789958,77.69775
1278_7776,12.786521,77.764561
1278_7778,12.78941,77.78984
1278_7787,12.7865741,77.8754201
1278_7789,12.786723,77.895505
1278_7796,12.785685,77.965682
1279_7712,12.790094877622522,77.12685274456476
1279_7716,12.796547,77.162905
1279_7725,12.7985469821,77.2596415826
1279_7738,12.795147,77.384579
1279_7744,12.7926921,77.446148
1279_7748,12.799155,77.48742
1279_7750,12.79642,77.50537
1279_7755,12.792297,77.552884
1279_7762,12.7947446,77.6208744
1279_7770,12.799155,77.705879
1280_7488,12.8097456,74.8824531
1280_7701,12.802539,77.011786
1280_7715,12.80505,77.15539
1280_7742,12.808534801020407,77.4294203755102
1280_7753,12.809315,77.539376
1280_7754,12.8052,77.54123
1280_7764,12.802286,77.644622
1281_7755,12.817734,77.55492
1281_7758,12.813185,77.58221
1281_7760,12.819589,77.60963
1281_7764,12.819639,77.644553
1281_7766,12.81947,77.668869
1281_7768,12.812593499999998,77.682029
1282_7684,12.829251213829789,76.84719440106383
1282_7755,12.826645,77.556245
1282_7756,12.8246095,77.5648255
1282_7765,12.82478,77.65791
1282_7766,12.82602,77.66437
1282_7779,12.8276174507751,77.79942844165049
1283_7745,12.836276,77.456565
1283_7746,12.832377,77.463155
1283_7747,12.83625,77.47144
1283_7751,12.839975,77.516326
1283_7752,12.836584,77.529553
